,season,date,league_id,league,team1,team2,spi1,spi2,prob1,prob2,probtie,proj_score1,proj_score2,importance1,importance2,score1,score2,xg1,xg2,nsxg1,nsxg2,adj_score1,adj_score2
39448,2020,2021-02-06,1845,German Bundesliga,Freiburg,Dortmund,67.94,84.14,0.2012,0.5837,0.215,1.18,2.13,11.9,78.9,2.0,1.0,0.17,1.33,0.18,1.04,2.1,1.05
38816,2020,2021-01-20,1845,German Bundesliga,Freiburg,Eintracht Frankfurt,70.65,74.7,0.3636,0.3847,0.2516,1.51,1.56,19.2,46.1,2.0,2.0,1.03,1.44,0.93,2.78,2.1,2.1
38472,2020,2021-01-09,1845,German Bundesliga,Freiburg,FC Koln,68.4,61.94,0.4882,0.2542,0.2576,1.63,1.11,11.4,32.1,5.0,0.0,2.63,0.15,0.88,0.44,5.03,0.0
37978,2020,2020-12-20,1845,German Bundesliga,Freiburg,Hertha Berlin,65.73,69.95,0.3902,0.3397,0.2701,1.4,1.29,14.8,10.8,4.0,1.0,2.9,1.19,2.21,0.94,3.68,1.05
42247,2020,2021-04-24,1845,German Bundesliga,Freiburg,Hoffenheim,67.46,72.92,0.3665,0.3717,0.2618,1.42,1.43,0.0,0.1,1.0,1.0,1.63,1.54,1.19,0.91,1.05,1.05
36078,2020,2020-11-01,1845,German Bundesliga,Freiburg,Leverkusen,63.34,78.32,0.2499,0.4885,0.2616,1.07,1.59,22.6,54.9,2.0,4.0,1.27,1.29,0.5,0.88,2.1,4.05
37227,2020,2020-12-05,1845,German Bundesliga,Freiburg,M'gladbach,61.77,79.1,0.2207,0.5555,0.2238,1.21,2.03,30.8,66.1,2.0,2.0,4.07,1.64,1.5,1.12,2.1,2.1
36693,2020,2020-11-22,1845,German Bundesliga,Freiburg,Mainz,62.81,57.17,0.4686,0.284,0.2474,1.73,1.3,31.4,49.6,1.0,3.0,1.91,2.63,2.19,1.81,1.05,3.15
40545,2020,2021-03-06,1845,German Bundesliga,Freiburg,RB Leipzig,68.46,84.5,0.2088,0.5494,0.2418,1.02,1.8,7.7,58.9,0.0,3.0,0.18,1.86,0.41,2.21,0.0,2.91
41937,2020,2021-04-17,1845,German Bundesliga,Freiburg,Schalke 04,66.26,49.42,0.491,0.2406,0.2685,1.54,0.99,0.0,0.2,4.0,0.0,2.25,0.83,1.38,0.5,4.11,0.0
38886,2020,2021-01-23,1845,German Bundesliga,Freiburg,Stuttgart,69.83,70.15,0.4337,0.3201,0.2462,1.7,1.43,16.6,9.9,2.0,1.0,1.43,3.33,1.13,1.79,2.1,1.05
39928,2020,2021-02-20,1845,German Bundesliga,Freiburg,Union Berlin,68.43,69.35,0.4279,0.2911,0.281,1.38,1.09,8.2,5.0,0.0,1.0,0.83,1.41,0.85,1.03,0.0,1.05
35261,2020,2020-10-17,1845,German Bundesliga,Freiburg,Werder Bremen,63.37,64.04,0.4315,0.3053,0.2632,1.53,1.25,27.7,22.7,1.0,1.0,1.03,1.53,1.81,0.98,1.05,1.05
34745,2020,2020-09-27,1845,German Bundesliga,Freiburg,Wolfsburg,64.23,72.47,0.3424,0.389,0.2687,1.31,1.41,23.2,34.0,1.0,1.0,1.06,0.34,1.32,1.01,1.05,1.05
40546,2020,2021-03-06,1845,German Bundesliga,Hertha Berlin,Augsburg,66.67,60.45,0.5146,0.2015,0.284,1.42,0.78,39.9,8.8,2.0,1.0,2.47,0.79,2.09,0.69,2.1,1.05
39405,2020,2021-02-05,1845,German Bundesliga,Hertha Berlin,Bayern Munich,66.25,90.53,0.1331,0.6901,0.1768,1.03,2.52,18.1,37.1,0.0,1.0,1.49,1.75,0.76,2.32,0.0,1.05
42949,2020,2021-05-09,1845,German Bundesliga,Hertha Berlin,Bielefeld,69.13,58.82,0.4698,0.2471,0.2831,1.41,0.94,33.5,96.9,0.0,0.0,0.75,0.58,0.91,1.26,0.0,0.0
36644,2020,2020-11-21,1845,German Bundesliga,Hertha Berlin,Dortmund,69.87,87.68,0.2045,0.56,0.2355,1.04,1.87,23.3,44.8,2.0,5.0,1.56,2.73,1.4,2.74,2.1,5.02
34537,2020,2020-09-25,1845,German Bundesliga,Hertha Berlin,Eintracht Frankfurt,69.37,70.85,0.4119,0.3289,0.2592,1.53,1.35,34.4,32.9,1.0,3.0,1.62,1.49,0.65,1.02,1.05,3.15
43119,2020,2021-05-15,1845,German Bundesliga,Hertha Berlin,FC Koln,68.83,60.47,0.4135,0.3159,0.2706,1.44,1.22,2.4,100.0,0.0,0.0,0.07,1.48,0.42,1.09,0.0,0.0
42732,2020,2021-05-06,1845,German Bundesliga,Hertha Berlin,Freiburg,68.12,67.65,0.4695,0.2581,0.2724,1.49,1.03,47.9,0.0,3.0,0.0,1.75,1.07,1.1,1.02,2.77,0.0
38789,2020,2021-01-19,1845,German Bundesliga,Hertha Berlin,Hoffenheim,68.48,69.16,0.4083,0.33,0.2618,1.5,1.33,8.6,8.0,0.0,3.0,1.34,1.13,1.33,0.56,0.0,2.69
41184,2020,2021-03-21,1845,German Bundesliga,Hertha Berlin,Leverkusen,66.92,77.48,0.2899,0.4386,0.2715,1.14,1.47,36.4,49.3,3.0,0.0,1.84,2.42,1.02,1.88,3.15,0.0
41633,2020,2021-04-10,1845,German Bundesliga,Hertha Berlin,M'gladbach,68.26,75.14,0.3624,0.3606,0.277,1.29,1.29,28.0,2.6,2.0,2.0,1.31,1.22,2.81,1.21,1.68,2.1
37727,2020,2020-12-15,1845,German Bundesliga,Hertha Berlin,Mainz,70.06,59.58,0.5063,0.2495,0.2442,1.78,1.18,14.2,49.0,0.0,0.0,0.59,0.84,1.31,0.61,0.0,0.0
40039,2020,2021-02-21,1845,German Bundesliga,Hertha Berlin,RB Leipzig,66.88,83.65,0.2236,0.5185,0.2578,0.99,1.64,27.8,44.7,0.0,3.0,1.02,1.0,0.51,1.41,0.0,2.8
38318,2020,2021-01-02,1845,German Bundesliga,Hertha Berlin,Schalke 04,67.78,52.41,0.5689,0.1874,0.2437,1.77,0.9,14.7,36.4,3.0,0.0,1.72,0.88,1.68,0.96,2.9,0.0
35260,2020,2020-10-17,1845,German Bundesliga,Hertha Berlin,Stuttgart,68.94,63.54,0.499,0.2468,0.2541,1.67,1.1,27.3,21.8,0.0,2.0,1.44,1.5,2.1,0.81,0.0,2.1
37190,2020,2020-12-04,1845,German Bundesliga,Hertha Berlin,Union Berlin,69.37,69.38,0.424,0.3095,0.2666,1.49,1.23,13.4,25.9,3.0,1.0,0.73,0.27,1.16,0.46,2.38,1.05
38922,2020,2021-01-23,1845,German Bundesliga,Hertha Berlin,Werder Bremen,67.78,64.9,0.453,0.2586,0.2884,1.36,0.95,17.3,17.0,1.0,4.0,2.06,1.42,1.91,0.23,1.05,4.02
36096,2020,2020-11-01,1845,German Bundesliga,Hertha Berlin,Wolfsburg,67.67,72.17,0.3834,0.3458,0.2708,1.38,1.3,18.5,24.0,1.0,1.0,1.17,0.54,1.43,1.34,1.05,1.05
37402,2020,2020-12-07,1845,German Bundesliga,Hoffenheim,Augsburg,72.75,61.61,0.5768,0.188,0.2352,1.86,0.96,22.6,16.9,3.0,1.0,1.47,1.06,1.09,1.8,3.15,1.05
34712,2020,2020-09-27,1845,German Bundesliga,Hoffenheim,Bayern Munich,72.38,95.32,0.1226,0.7183,0.1591,1.11,2.8,57.8,49.0,4.0,1.0,2.67,1.71,1.64,2.19,3.5,1.05
38634,2020,2021-01-16,1845,German Bundesliga,Hoffenheim,Bielefeld,69.91,56.53,0.5671,0.1896,0.2434,1.77,0.92,11.3,45.2,0.0,0.0,0.7,0.63,1.1,1.44,0.0,0.0
35265,2020,2020-10-17,1845,German Bundesliga,Hoffenheim,Dortmund,73.71,85.06,0.299,0.4601,0.2409,1.41,1.79,58.8,57.3,0.0,1.0,1.01,2.06,0.87,1.8,0.0,1.05
39540,2020,2021-02-07,1845,German Bundesliga,Hoffenheim,Eintracht Frankfurt,71.0,77.15,0.3176,0.4441,0.2383,1.5,1.81,3.0,65.9,1.0,3.0,0.74,1.24,1.3,1.46,1.05,3.15
38986,2020,2021-01-24,1845,German Bundesliga,Hoffenheim,FC Koln,70.04,59.98,0.5264,0.2257,0.2479,1.74,1.05,8.1,38.3,3.0,0.0,2.44,2.18,1.18,1.63,3.04,0.0
38281,2020,2021-01-02,1845,German Bundesliga,Hoffenheim,Freiburg,73.12,67.5,0.5121,0.2511,0.2369,1.87,1.25,20.5,9.8,1.0,3.0,1.41,1.89,2.22,0.71,1.05,3.15
43388,2020,2021-05-22,1845,German Bundesliga,Hoffenheim,Hertha Berlin,71.25,67.85,0.4227,0.3086,0.2687,1.47,1.22,0.0,0.0,2.0,1.0,2.08,1.41,3.21,1.01,2.1,1.05
41809,2020,2021-04-12,1845,German Bundesliga,Hoffenheim,Leverkusen,72.37,75.11,0.3952,0.3587,0.246,1.63,1.55,1.9,16.7,0.0,0.0,0.09,0.27,0.25,1.08,0.0,0.0
42164,2020,2021-04-21,1845,German Bundesliga,Hoffenheim,M'gladbach,72.06,76.03,0.3844,0.3603,0.2554,1.52,1.46,1.0,0.7,3.0,2.0,2.13,0.82,1.86,1.19,3.15,2.1
41167,2020,2021-03-21,1845,German Bundesliga,Hoffenheim,Mainz,74.54,65.85,0.499,0.2589,0.2421,1.8,1.24,0.2,50.0,1.0,2.0,1.04,3.16,1.11,1.9,1.05,2.1
37783,2020,2020-12-16,1845,German Bundesliga,Hoffenheim,RB Leipzig,71.94,84.13,0.2718,0.4946,0.2336,1.37,1.91,23.9,49.1,0.0,1.0,0.74,0.54,1.03,0.45,0.0,1.05
42796,2020,2021-05-08,1845,German Bundesliga,Hoffenheim,Schalke 04,72.85,46.84,0.5392,0.2166,0.2443,1.78,1.04,0.0,0.0,4.0,2.0,1.64,1.11,2.13,0.85,4.2,2.1
36572,2020,2020-11-21,1845,German Bundesliga,Hoffenheim,Stuttgart,74.12,63.24,0.5836,0.1974,0.219,2.07,1.12,31.0,17.5,3.0,3.0,1.7,1.7,1.15,1.7,3.15,3.15
36141,2020,2020-11-02,1845,German Bundesliga,Hoffenheim,Union Berlin,74.22,64.84,0.5719,0.1879,0.2402,1.8,0.93,45.7,23.2,1.0,3.0,1.59,3.39,1.84,1.49,1.05,2.1
40055,2020,2021-02-21,1845,German Bundesliga,Hoffenheim,Werder Bremen,72.73,65.73,0.5238,0.2279,0.2482,1.74,1.06,3.3,11.6,4.0,0.0,2.88,0.12,1.67,0.81,3.68,0.0
40547,2020,2021-03-06,1845,German Bundesliga,Hoffenheim,Wolfsburg,75.15,79.52,0.3321,0.4052,0.2628,1.33,1.49,1.2,71.1,2.0,1.0,1.05,1.74,1.27,2.06,2.1,1.05
35805,2020,2020-10-26,1845,German Bundesliga,Leverkusen,Augsburg,78.65,63.05,0.6375,0.133,0.2295,1.83,0.69,60.6,22.0,3.0,1.0,2.8,0.31,1.1,0.41,2.63,1.05
37926,2020,2020-12-19,1845,German Bundesliga,Leverkusen,Bayern Munich,82.98,91.34,0.2701,0.5002,0.2297,1.4,1.96,77.5,100.0,1.0,2.0,0.29,1.53,0.89,2.16,1.05,2.1
40897,2020,2021-03-14,1845,German Bundesliga,Leverkusen,Bielefeld,79.0,57.54,0.6763,0.1103,0.2133,1.94,0.63,68.5,57.7,1.0,2.0,2.43,2.22,3.58,1.37,1.05,2.1
38790,2020,2021-01-19,1845,German Bundesliga,Leverkusen,Dortmund,81.26,84.89,0.3807,0.3554,0.2638,1.44,1.38,82.4,70.2,2.0,1.0,1.75,1.29,1.33,2.56,2.1,1.05
42297,2020,2021-04-24,1845,German Bundesliga,Leverkusen,Eintracht Frankfurt,75.78,75.17,0.366,0.3842,0.2498,1.53,1.57,3.1,79.8,3.0,1.0,2.2,1.88,1.95,1.23,2.38,1.05
41958,2020,2021-04-17,1845,German Bundesliga,Leverkusen,FC Koln,75.9,62.35,0.5269,0.2238,0.2493,1.73,1.04,11.4,71.2,3.0,0.0,1.66,0.86,1.15,1.27,3.01,0.0
40365,2020,2021-02-28,1845,German Bundesliga,Leverkusen,Freiburg,79.04,67.53,0.6232,0.1539,0.2229,1.94,0.84,68.9,4.1,1.0,2.0,1.33,1.26,2.06,1.17,1.05,2.1
37006,2020,2020-11-29,1845,German Bundesliga,Leverkusen,Hertha Berlin,79.66,69.04,0.5998,0.1767,0.2236,1.98,0.97,71.6,19.1,0.0,0.0,1.09,0.63,1.63,0.54,0.0,0.0
37669,2020,2020-12-13,1845,German Bundesliga,Leverkusen,Hoffenheim,81.48,72.37,0.5697,0.2039,0.2264,1.98,1.1,66.8,32.2,4.0,1.0,1.91,1.76,1.76,0.86,3.57,1.05
36417,2020,2020-11-08,1845,German Bundesliga,Leverkusen,M'gladbach,78.71,79.19,0.4108,0.3282,0.261,1.52,1.33,68.9,75.1,4.0,3.0,1.63,3.42,1.53,0.63,3.9,3.15
39673,2020,2021-02-13,1845,German Bundesliga,Leverkusen,Mainz,81.59,61.6,0.6773,0.1207,0.202,2.1,0.75,76.1,51.1,2.0,2.0,1.93,2.63,1.22,2.11,1.73,2.1
34574,2020,2020-09-26,1845,German Bundesliga,Leverkusen,RB Leipzig,78.04,84.18,0.344,0.3951,0.2609,1.37,1.49,62.3,62.1,1.0,1.0,0.95,1.1,1.2,0.74,1.05,1.05
41379,2020,2021-04-03,1845,German Bundesliga,Leverkusen,Schalke 04,76.41,47.36,0.793,0.0575,0.1495,2.42,0.49,20.3,0.8,2.0,1.0,0.78,1.2,1.18,1.02,2.06,1.05
39449,2020,2021-02-06,1845,German Bundesliga,Leverkusen,Stuttgart,80.69,71.02,0.5997,0.1694,0.2309,1.88,0.89,83.4,12.1,5.0,2.0,4.07,1.68,3.6,1.22,4.9,2.1
43123,2020,2021-05-15,1845,German Bundesliga,Leverkusen,Union Berlin,76.48,69.55,0.4314,0.2876,0.281,1.38,1.08,0.0,0.0,1.0,1.0,1.53,1.42,1.12,1.66,1.05,1.05
38470,2020,2021-01-09,1845,German Bundesliga,Leverkusen,Werder Bremen,81.93,63.2,0.6841,0.108,0.2079,1.99,0.64,61.4,17.8,1.0,1.0,0.77,0.51,1.56,0.64,1.05,1.05
38887,2020,2021-01-23,1845,German Bundesliga,Leverkusen,Wolfsburg,81.31,75.51,0.511,0.229,0.26,1.62,1.0,85.4,72.4,0.0,1.0,0.64,0.92,0.91,0.9,0.0,1.05
36576,2020,2020-11-21,1845,German Bundesliga,M'gladbach,Augsburg,79.22,60.88,0.6961,0.1127,0.1912,2.2,0.75,68.0,16.8,1.0,1.0,1.84,0.86,1.07,0.94,1.05,1.05
38449,2020,2021-01-08,1845,German Bundesliga,M'gladbach,Bayern Munich,76.39,91.56,0.209,0.5945,0.1965,1.42,2.45,51.0,57.3,3.0,2.0,0.95,1.46,1.06,1.88,3.15,2.1
42386,2020,2021-04-25,1845,German Bundesliga,M'gladbach,Bielefeld,75.03,61.07,0.5277,0.2174,0.2549,1.67,0.98,0.0,75.1,5.0,0.0,3.65,0.87,1.77,0.62,4.89,0.0
38856,2020,2021-01-22,1845,German Bundesliga,M'gladbach,Dortmund,76.48,84.77,0.3174,0.442,0.2406,1.48,1.78,72.6,82.5,4.0,2.0,2.11,1.92,1.11,2.11,4.0,2.1
41941,2020,2021-04-17,1845,German Bundesliga,M'gladbach,Eintracht Frankfurt,74.4,77.08,0.371,0.3867,0.2422,1.62,1.66,0.5,31.0,4.0,0.0,3.0,0.64,1.7,1.73,3.68,0.0
39497,2020,2021-02-06,1845,German Bundesliga,M'gladbach,FC Koln,77.44,59.97,0.662,0.1356,0.2024,2.14,0.85,57.3,30.8,1.0,2.0,0.56,0.65,1.32,0.36,1.05,2.1
41413,2020,2021-04-03,1845,German Bundesliga,M'gladbach,Freiburg,75.58,66.69,0.5334,0.2196,0.2469,1.75,1.03,1.7,1.0,2.0,1.0,1.72,1.98,1.05,0.93,2.1,1.05
37531,2020,2020-12-12,1845,German Bundesliga,M'gladbach,Hertha Berlin,76.57,70.06,0.5586,0.2169,0.2244,2.02,1.19,60.2,17.1,1.0,1.0,1.5,0.35,1.46,0.39,1.05,1.05
37874,2020,2020-12-19,1845,German Bundesliga,M'gladbach,Hoffenheim,76.47,72.2,0.5164,0.2569,0.2266,2.01,1.37,46.8,16.5,1.0,2.0,2.03,2.09,0.9,1.47,1.05,1.89
40544,2020,2021-03-06,1845,German Bundesliga,M'gladbach,Leverkusen,74.96,78.17,0.3585,0.3839,0.2576,1.44,1.5,15.5,59.3,0.0,1.0,0.5,1.6,1.03,0.74,0.0,1.05
39931,2020,2021-02-20,1845,German Bundesliga,M'gladbach,Mainz,76.7,63.81,0.5734,0.2013,0.2253,1.99,1.1,39.1,50.1,1.0,2.0,0.61,0.59,1.99,0.97,1.05,2.1
36016,2020,2020-10-31,1845,German Bundesliga,M'gladbach,RB Leipzig,76.49,84.71,0.3344,0.4142,0.2514,1.43,1.61,65.7,55.8,1.0,0.0,0.62,0.87,1.23,1.67,1.05,0.0
36940,2020,2020-11-28,1845,German Bundesliga,M'gladbach,Schalke 04,79.61,54.35,0.7727,0.0735,0.1538,2.49,0.63,61.2,41.4,4.0,1.0,3.17,0.86,1.81,0.94,3.95,1.05
43118,2020,2021-05-15,1845,German Bundesliga,M'gladbach,Stuttgart,75.07,67.04,0.453,0.3091,0.2379,1.82,1.47,0.0,0.0,1.0,2.0,0.56,0.59,2.19,1.62,1.05,2.1
34572,2020,2020-09-26,1845,German Bundesliga,M'gladbach,Union Berlin,77.03,60.98,0.6255,0.1498,0.2248,1.91,0.81,47.3,35.1,1.0,1.0,1.62,0.81,0.97,0.73,1.05,1.05
38768,2020,2021-01-19,1845,German Bundesliga,M'gladbach,Werder Bremen,76.52,64.55,0.6222,0.1573,0.2206,1.98,0.88,54.8,10.5,1.0,0.0,0.58,0.84,2.12,1.04,1.05,0.0
35337,2020,2020-10-17,1845,German Bundesliga,M'gladbach,Wolfsburg,77.57,72.04,0.5286,0.2134,0.258,1.64,0.94,58.3,27.3,1.0,1.0,2.08,1.43,1.75,1.06,1.05,1.05
40348,2020,2021-02-28,1845,German Bundesliga,Mainz,Augsburg,64.8,59.58,0.5181,0.2187,0.2631,1.59,0.94,50.2,25.7,0.0,1.0,0.61,1.41,2.39,0.91,0.0,1.05
42249,2020,2021-04-24,1845,German Bundesliga,Mainz,Bayern Munich,67.36,90.85,0.1601,0.6592,0.1808,1.23,2.59,26.0,0.4,2.0,1.0,0.97,1.51,0.61,1.67,2.1,1.05
41382,2020,2021-04-03,1845,German Bundesliga,Mainz,Bielefeld,67.91,57.9,0.5265,0.2142,0.2593,1.63,0.94,66.7,80.0,1.0,1.0,2.62,0.49,1.34,1.24,1.05,1.05
43237,2020,2021-05-16,1845,German Bundesliga,Mainz,Dortmund,69.12,84.47,0.2011,0.5831,0.2158,1.17,2.12,0.0,65.4,1.0,3.0,0.84,1.72,0.92,1.8,1.05,2.9
38474,2020,2021-01-09,1845,German Bundesliga,Mainz,Eintracht Frankfurt,59.72,73.28,0.3071,0.4473,0.2456,1.39,1.72,49.6,28.8,0.0,2.0,1.19,2.36,1.29,1.76,0.0,2.05
37533,2020,2020-12-12,1845,German Bundesliga,Mainz,FC Koln,59.22,64.34,0.4017,0.3468,0.2515,1.59,1.46,51.5,35.7,0.0,1.0,1.36,0.94,1.77,0.43,0.0,1.05
40811,2020,2021-03-13,1845,German Bundesliga,Mainz,Freiburg,65.23,66.77,0.4559,0.2794,0.2647,1.54,1.15,52.4,3.5,1.0,0.0,2.02,1.53,2.11,1.38,1.05,0.0
42689,2020,2021-05-03,1845,German Bundesliga,Mainz,Hertha Berlin,68.31,68.76,0.3973,0.3269,0.2758,1.37,1.22,3.1,37.9,1.0,1.0,2.92,1.42,1.74,0.87,1.05,1.05
37025,2020,2020-11-29,1845,German Bundesliga,Mainz,Hoffenheim,58.42,73.12,0.2922,0.4822,0.2255,1.54,2.02,41.3,26.0,1.0,1.0,1.88,1.25,1.33,1.65,1.05,1.05
35264,2020,2020-10-17,1845,German Bundesliga,Mainz,Leverkusen,59.02,78.27,0.2371,0.5187,0.2443,1.13,1.78,43.5,49.0,0.0,1.0,0.28,0.4,0.45,0.82,0.0,1.05
35623,2020,2020-10-24,1845,German Bundesliga,Mainz,M'gladbach,59.07,77.16,0.2438,0.5125,0.2437,1.16,1.79,41.3,44.5,2.0,3.0,1.81,3.13,1.82,2.22,2.1,3.15
38883,2020,2021-01-23,1845,German Bundesliga,Mainz,RB Leipzig,59.11,84.67,0.177,0.5971,0.2258,0.96,1.95,48.1,41.8,3.0,2.0,1.8,1.81,1.45,2.05,3.15,2.1
36291,2020,2020-11-07,1845,German Bundesliga,Mainz,Schalke 04,58.19,55.34,0.4693,0.2678,0.263,1.57,1.12,48.3,50.0,2.0,2.0,3.18,2.05,1.09,2.31,2.1,2.1
34569,2020,2020-09-26,1845,German Bundesliga,Mainz,Stuttgart,64.02,61.51,0.4589,0.2745,0.2666,1.53,1.12,32.3,34.7,1.0,4.0,1.05,3.14,1.22,1.71,1.05,3.25
39451,2020,2021-02-06,1845,German Bundesliga,Mainz,Union Berlin,60.77,69.96,0.3738,0.3466,0.2796,1.3,1.24,48.8,13.4,1.0,0.0,1.8,1.39,1.65,1.3,1.05,0.0
37871,2020,2020-12-19,1845,German Bundesliga,Mainz,Werder Bremen,60.37,62.77,0.4344,0.301,0.2647,1.52,1.22,56.3,31.7,0.0,1.0,0.45,1.27,1.19,1.08,0.0,1.05
38791,2020,2021-01-19,1845,German Bundesliga,Mainz,Wolfsburg,59.49,74.79,0.2777,0.4692,0.2531,1.23,1.67,50.3,48.7,0.0,2.0,0.63,1.02,0.69,0.78,0.0,1.87
39643,2020,2021-02-12,1845,German Bundesliga,RB Leipzig,Augsburg,84.65,58.37,0.7981,0.0478,0.1541,2.27,0.38,53.0,18.2,2.0,1.0,2.26,0.94,1.41,0.61,2.1,1.05
41401,2020,2021-04-03,1845,German Bundesliga,RB Leipzig,Bayern Munich,85.81,90.29,0.3431,0.4206,0.2363,1.61,1.8,90.9,91.9,0.0,1.0,0.67,0.62,1.84,1.29,0.0,1.05
36907,2020,2020-11-28,1845,German Bundesliga,RB Leipzig,Bielefeld,85.38,54.61,0.8297,0.0344,0.1359,2.37,0.31,72.3,43.3,2.0,1.0,2.54,2.07,2.17,1.53,2.1,1.05
38489,2020,2021-01-09,1845,German Bundesliga,RB Leipzig,Dortmund,85.15,84.26,0.4283,0.3116,0.2601,1.55,1.29,53.1,64.6,1.0,3.0,1.7,2.0,1.33,2.37,1.05,2.77
40915,2020,2021-03-14,1845,German Bundesliga,RB Leipzig,Eintracht Frankfurt,85.34,78.33,0.4991,0.2516,0.2493,1.72,1.15,46.2,76.0,1.0,1.0,1.74,0.91,1.11,0.88,1.05,1.05
37873,2020,2020-12-19,1845,German Bundesliga,RB Leipzig,FC Koln,84.24,62.82,0.7029,0.1066,0.1905,2.18,0.71,48.2,26.0,0.0,0.0,1.69,0.23,2.52,0.21,0.0,0.0
36294,2020,2020-11-07,1845,German Bundesliga,RB Leipzig,Freiburg,84.98,62.91,0.725,0.0962,0.1788,2.28,0.7,61.4,22.1,3.0,0.0,2.35,0.55,1.67,1.59,2.67,0.0
35625,2020,2020-10-24,1845,German Bundesliga,RB Leipzig,Hertha Berlin,85.72,68.05,0.6794,0.1249,0.1957,2.19,0.82,57.3,27.8,2.0,1.0,2.65,0.7,2.86,0.7,1.89,1.05
41872,2020,2021-04-16,1845,German Bundesliga,RB Leipzig,Hoffenheim,86.05,72.16,0.6249,0.1554,0.2197,1.98,0.87,21.2,0.7,0.0,0.0,1.45,0.26,2.51,0.55,0.0,0.0
39201,2020,2021-01-30,1845,German Bundesliga,RB Leipzig,Leverkusen,83.26,80.59,0.454,0.2776,0.2684,1.51,1.12,74.3,89.7,1.0,0.0,1.01,1.01,1.14,0.98,1.05,0.0
40289,2020,2021-02-27,1845,German Bundesliga,RB Leipzig,M'gladbach,84.31,75.41,0.5651,0.1965,0.2384,1.83,0.98,48.1,25.5,3.0,2.0,2.17,1.45,2.27,0.33,3.15,2.1
34432,2020,2020-09-20,1845,German Bundesliga,RB Leipzig,Mainz,83.94,64.66,0.6992,0.111,0.1898,2.21,0.75,63.8,22.7,3.0,1.0,3.04,1.31,2.98,0.81,3.15,1.05
34930,2020,2020-10-03,1845,German Bundesliga,RB Leipzig,Schalke 04,84.13,58.46,0.7874,0.0617,0.1509,2.43,0.53,64.5,37.2,4.0,0.0,3.29,0.21,2.54,0.11,3.95,0.0
42370,2020,2021-04-25,1845,German Bundesliga,RB Leipzig,Stuttgart,86.41,69.64,0.6457,0.1437,0.2106,2.06,0.85,8.4,0.0,2.0,0.0,3.89,0.0,3.72,0.5,1.68,0.0
38818,2020,2021-01-20,1845,German Bundesliga,RB Leipzig,Union Berlin,84.27,70.68,0.6177,0.1515,0.2308,1.85,0.79,63.3,48.3,1.0,0.0,1.4,0.18,1.49,0.35,1.05,0.0
37534,2020,2020-12-12,1845,German Bundesliga,RB Leipzig,Werder Bremen,84.03,63.92,0.7049,0.1074,0.1878,2.22,0.73,51.9,18.9,2.0,0.0,1.92,0.72,1.21,0.82,2.1,0.0
43256,2020,2021-05-16,1845,German Bundesliga,RB Leipzig,Wolfsburg,87.31,80.15,0.4524,0.274,0.2736,1.46,1.08,0.0,0.2,2.0,2.0,2.1,1.19,1.66,0.81,2.1,2.1
41760,2020,2021-04-11,1845,German Bundesliga,Schalke 04,Augsburg,48.89,59.05,0.3212,0.3854,0.2934,1.1,1.23,0.1,5.2,1.0,0.0,0.82,1.22,0.85,0.9,1.05,0.0
38973,2020,2021-01-24,1845,German Bundesliga,Schalke 04,Bayern Munich,52.94,90.97,0.0659,0.8137,0.1205,0.81,3.07,33.4,54.5,0.0,4.0,1.11,3.12,1.48,4.57,0.0,3.23
37875,2020,2020-12-19,1845,German Bundesliga,Schalke 04,Bielefeld,53.43,54.85,0.4133,0.2987,0.288,1.31,1.07,47.2,53.3,0.0,1.0,0.46,0.99,0.76,1.32,0.0,1.05
39983,2020,2021-02-20,1845,German Bundesliga,Schalke 04,Dortmund,51.36,83.53,0.1034,0.7229,0.1737,0.79,2.4,16.7,66.8,0.0,4.0,0.97,1.54,1.32,1.66,0.0,3.98
43122,2020,2021-05-15,1845,German Bundesliga,Schalke 04,Eintracht Frankfurt,46.62,74.68,0.112,0.7081,0.1799,0.82,2.36,0.0,100.0,4.0,3.0,3.2,3.58,0.68,2.78,4.2,3.15
38806,2020,2021-01-20,1845,German Bundesliga,Schalke 04,FC Koln,53.23,59.81,0.3634,0.3518,0.2849,1.24,1.22,45.9,48.0,1.0,2.0,1.23,1.68,1.5,0.49,1.05,2.1
37770,2020,2020-12-16,1845,German Bundesliga,Schalke 04,Freiburg,54.17,64.58,0.3431,0.3951,0.2619,1.36,1.48,50.5,26.3,0.0,2.0,0.45,1.23,0.93,0.89,0.0,2.1
43020,2020,2021-05-12,1845,German Bundesliga,Schalke 04,Hertha Berlin,47.12,68.59,0.2008,0.5367,0.2625,0.87,1.6,0.0,37.6,1.0,2.0,1.16,1.86,0.81,2.02,1.05,2.1
38473,2020,2021-01-09,1845,German Bundesliga,Schalke 04,Hoffenheim,51.77,72.15,0.2402,0.5205,0.2393,1.18,1.84,31.7,8.6,4.0,0.0,1.63,2.15,1.41,1.44,3.97,0.0
37374,2020,2020-12-06,1845,German Bundesliga,Schalke 04,Leverkusen,53.96,79.84,0.1676,0.6046,0.2278,0.89,1.91,40.3,63.8,0.0,3.0,1.72,2.35,0.77,2.02,0.0,2.96
41126,2020,2021-03-20,1845,German Bundesliga,Schalke 04,M'gladbach,48.81,74.0,0.1905,0.5757,0.2338,0.98,1.88,2.1,1.0,0.0,3.0,0.19,2.0,0.19,1.69,0.0,3.11
