,season,date,league_id,league,team1,team2,spi1,spi2,prob1,prob2,probtie,proj_score1,proj_score2,importance1,importance2,score1,score2,xg1,xg2,nsxg1,nsxg2,adj_score1,adj_score2
557,2018,2019-04-04,1849,Dutch Eredivisie,Feyenoord,Heerenveen,63.36,46.3,0.5161,0.2716,0.2124,2.53,1.84,0.0,0.0,3.0,0.0,,,,,,
570,2018,2019-04-13,1849,Dutch Eredivisie,Feyenoord,Heracles,66.73,40.19,0.5751,0.2112,0.2138,2.42,1.43,0.0,0.0,2.0,1.0,,,,,,
341,2018,2018-09-02,1849,Dutch Eredivisie,Feyenoord,NAC,64.66,35.88,0.772,0.0719,0.1561,2.64,0.69,42.4,29.7,4.0,2.0,,,,,,
429,2018,2018-12-02,1849,Dutch Eredivisie,Feyenoord,PSV,64.82,79.41,0.2446,0.5127,0.2427,1.33,2.01,20.0,92.0,2.0,1.0,,,,,,
356,2018,2018-09-23,1849,Dutch Eredivisie,Feyenoord,Utrecht,64.58,42.18,0.6843,0.1273,0.1884,2.53,1.01,33.7,15.7,1.0,0.0,,,,,,
431,2018,2018-12-06,1849,Dutch Eredivisie,Feyenoord,VVV Venlo,66.12,36.54,0.7755,0.0578,0.1667,2.35,0.48,15.7,5.6,4.0,1.0,,,,,,
368,2018,2018-09-30,1849,Dutch Eredivisie,Feyenoord,Vitesse,64.43,52.25,0.587,0.1852,0.2278,2.15,1.13,30.9,3.9,2.0,1.0,,,,,,
533,2018,2019-03-16,1849,Dutch Eredivisie,Feyenoord,Willem II,67.14,39.08,0.7648,0.086,0.1491,2.94,0.92,0.1,1.8,2.0,3.0,,,,,,
383,2018,2018-10-21,1849,Dutch Eredivisie,Feyenoord,Zwolle,63.94,37.12,0.7449,0.0797,0.1754,2.41,0.65,15.5,13.8,3.0,0.0,,,,,,
432,2018,2018-12-07,1849,Dutch Eredivisie,Fortuna Sittard,AZ,40.23,51.75,0.3422,0.4075,0.2503,1.65,1.82,12.0,1.3,0.0,3.0,,,,,,
362,2018,2018-09-29,1849,Dutch Eredivisie,Fortuna Sittard,Ajax,37.02,78.12,0.0927,0.7389,0.1684,0.83,2.63,27.0,58.6,0.0,2.0,,,,,,
553,2018,2019-04-03,1849,Dutch Eredivisie,Fortuna Sittard,Den Haag,31.97,36.57,0.3977,0.3617,0.2406,1.93,1.83,13.9,20.1,0.0,0.0,,,,,,
491,2018,2019-02-10,1849,Dutch Eredivisie,Fortuna Sittard,Excelsior,34.31,31.97,0.4705,0.2926,0.2368,2.09,1.62,33.7,43.5,4.0,1.0,,,,,,
531,2018,2019-03-15,1849,Dutch Eredivisie,Fortuna Sittard,FC Emmen,30.55,28.83,0.4594,0.2955,0.2452,1.96,1.54,44.3,62.0,3.0,1.0,,,,,,
609,2018,2019-05-15,1849,Dutch Eredivisie,Fortuna Sittard,Feyenoord,26.14,65.79,0.2309,0.5561,0.2131,1.57,2.47,0.0,0.0,1.0,4.0,,,,,,
386,2018,2018-10-21,1849,Dutch Eredivisie,Fortuna Sittard,Graafschap,36.03,26.81,0.537,0.2032,0.2598,1.79,1.01,39.3,49.7,3.0,1.0,,,,,,
451,2018,2018-12-22,1849,Dutch Eredivisie,Fortuna Sittard,Groningen,40.97,39.42,0.4431,0.2881,0.2688,1.67,1.3,10.4,27.3,0.0,0.0,,,,,,
506,2018,2019-02-23,1849,Dutch Eredivisie,Fortuna Sittard,Heerenveen,31.35,47.89,0.3008,0.481,0.2182,1.91,2.41,29.1,6.1,2.0,4.0,,,,,,
415,2018,2018-11-24,1849,Dutch Eredivisie,Fortuna Sittard,Heracles,39.33,41.62,0.4421,0.3225,0.2354,2.08,1.76,19.7,3.1,3.0,0.0,,,,,,
583,2018,2019-04-21,1849,Dutch Eredivisie,Fortuna Sittard,NAC,27.41,23.35,0.5029,0.2387,0.2584,1.81,1.18,20.1,19.7,2.0,1.0,,,,,,
318,2018,2018-08-18,1849,Dutch Eredivisie,Fortuna Sittard,PSV,36.74,70.0,0.1479,0.6332,0.2189,0.95,2.17,28.6,61.1,1.0,2.0,,,,,,
337,2018,2018-09-01,1849,Dutch Eredivisie,Fortuna Sittard,Utrecht,35.08,44.4,0.3673,0.3406,0.2921,1.35,1.29,36.0,14.4,1.0,1.0,,,,,,
571,2018,2019-04-13,1849,Dutch Eredivisie,Fortuna Sittard,VVV Venlo,27.64,29.88,0.4439,0.3029,0.2531,1.84,1.49,23.7,1.4,1.0,1.0,,,,,,
473,2018,2019-01-27,1849,Dutch Eredivisie,Fortuna Sittard,Vitesse,35.0,48.6,0.3329,0.4114,0.2557,1.57,1.76,28.7,0.1,2.0,1.0,,,,,,
352,2018,2018-09-22,1849,Dutch Eredivisie,Fortuna Sittard,Willem II,36.7,42.69,0.396,0.325,0.279,1.5,1.34,27.7,13.5,4.0,4.0,,,,,,
402,2018,2018-11-04,1849,Dutch Eredivisie,Fortuna Sittard,Zwolle,37.27,35.43,0.4632,0.2585,0.2783,1.59,1.13,30.5,25.3,3.0,0.0,,,,,,
561,2018,2019-04-06,1849,Dutch Eredivisie,Graafschap,AZ,32.83,63.27,0.2141,0.5263,0.2595,1.06,1.8,58.3,0.0,1.0,1.0,,,,,,
605,2018,2019-05-15,1849,Dutch Eredivisie,Graafschap,Ajax,30.04,82.74,0.1307,0.71,0.1593,1.39,3.17,0.7,0.0,1.0,4.0,,,,,,
513,2018,2019-03-01,1849,Dutch Eredivisie,Graafschap,Den Haag,30.86,36.65,0.401,0.3287,0.2703,1.59,1.42,48.3,25.8,1.0,1.0,,,,,,
390,2018,2018-10-27,1849,Dutch Eredivisie,Graafschap,Excelsior,25.81,36.51,0.3417,0.3721,0.2862,1.33,1.4,43.6,24.0,4.0,1.0,,,,,,
585,2018,2019-04-23,1849,Dutch Eredivisie,Graafschap,FC Emmen,31.84,31.2,0.4494,0.2811,0.2696,1.67,1.27,13.3,15.1,1.0,0.0,,,,,,
312,2018,2018-08-12,1849,Dutch Eredivisie,Graafschap,Feyenoord,36.26,65.28,0.1793,0.5816,0.2391,1.01,1.99,28.5,53.2,2.0,0.0,,,,,,
466,2018,2019-01-20,1849,Dutch Eredivisie,Graafschap,Fortuna Sittard,23.16,40.44,0.278,0.457,0.265,1.29,1.72,33.1,13.1,5.0,1.0,,,,,,
326,2018,2018-08-25,1849,Dutch Eredivisie,Graafschap,Groningen,35.82,40.47,0.3931,0.3063,0.3006,1.34,1.15,29.0,26.3,0.0,1.0,,,,,,
373,2018,2018-10-06,1849,Dutch Eredivisie,Graafschap,Heerenveen,31.18,40.09,0.3669,0.3618,0.2713,1.51,1.5,45.0,27.7,0.0,5.0,,,,,,
542,2018,2019-03-30,1849,Dutch Eredivisie,Graafschap,Heracles,34.24,39.93,0.4313,0.3121,0.2566,1.78,1.49,53.2,0.0,1.0,2.0,,,,,,
477,2018,2019-02-01,1849,Dutch Eredivisie,Graafschap,NAC,26.34,31.14,0.3781,0.3454,0.2765,1.49,1.41,39.3,52.3,3.0,0.0,,,,,,
406,2018,2018-11-10,1849,Dutch Eredivisie,Graafschap,PSV,29.07,78.54,0.0556,0.8198,0.1247,0.71,3.04,40.9,92.8,1.0,4.0,,,,,,
503,2018,2019-02-17,1849,Dutch Eredivisie,Graafschap,Utrecht,27.54,47.74,0.2724,0.4771,0.2505,1.39,1.9,34.5,0.5,0.0,1.0,,,,,,
343,2018,2018-09-15,1849,Dutch Eredivisie,Graafschap,VVV Venlo,34.72,33.18,0.4444,0.2255,0.3301,1.22,0.78,38.5,35.1,1.0,2.0,,,,,,
457,2018,2018-12-23,1849,Dutch Eredivisie,Graafschap,Vitesse,21.94,50.95,0.197,0.5505,0.2525,1.02,1.86,37.5,0.2,2.0,2.0,,,,,,
365,2018,2018-09-30,1849,Dutch Eredivisie,Graafschap,Willem II,30.0,42.62,0.3392,0.3894,0.2714,1.44,1.56,42.2,14.1,2.0,1.0,,,,,,
425,2018,2018-12-01,1849,Dutch Eredivisie,Graafschap,Zwolle,25.37,30.5,0.3862,0.3278,0.2859,1.43,1.3,52.7,48.2,0.0,2.0,,,,,,
358,2018,2018-09-23,1849,Dutch Eredivisie,Groningen,AZ,38.83,62.46,0.2376,0.4975,0.2649,1.13,1.74,27.4,22.4,1.0,3.0,,,,,,
577,2018,2019-04-20,1849,Dutch Eredivisie,Groningen,Ajax,47.09,83.45,0.0972,0.7104,0.1924,0.72,2.3,0.0,100.0,0.0,1.0,,,,,,
537,2018,2019-03-17,1849,Dutch Eredivisie,Groningen,Den Haag,46.93,36.35,0.5306,0.197,0.2725,1.66,0.91,0.8,23.4,1.0,0.0,,,,,,
560,2018,2019-04-06,1849,Dutch Eredivisie,Groningen,Excelsior,47.0,25.85,0.5948,0.1362,0.269,1.65,0.64,0.0,63.3,1.0,0.0,,,,,,
448,2018,2018-12-16,1849,Dutch Eredivisie,Groningen,FC Emmen,41.58,31.85,0.5262,0.1998,0.274,1.65,0.91,25.4,41.0,1.0,2.0,,,,,,
501,2018,2019-02-17,1849,Dutch Eredivisie,Groningen,Feyenoord,45.86,66.61,0.2666,0.4798,0.2535,1.34,1.86,5.8,3.7,1.0,0.0,,,,,,
598,2018,2019-05-12,1849,Dutch Eredivisie,Groningen,Fortuna Sittard,44.94,28.12,0.5358,0.1953,0.2689,1.7,0.92,0.0,0.8,3.0,0.0,,,,,,
551,2018,2019-04-02,1849,Dutch Eredivisie,Groningen,Graafschap,46.76,33.18,0.5205,0.1865,0.293,1.49,0.78,0.1,55.6,1.0,0.0,,,,,,
409,2018,2018-11-11,1849,Dutch Eredivisie,Groningen,Heerenveen,37.52,44.12,0.4063,0.3325,0.2612,1.69,1.51,37.1,8.6,2.0,0.0,,,,,,
463,2018,2019-01-19,1849,Dutch Eredivisie,Groningen,Heracles,39.74,41.24,0.4569,0.2792,0.2639,1.73,1.31,27.4,1.0,3.0,0.0,,,,,,
430,2018,2018-12-02,1849,Dutch Eredivisie,Groningen,NAC,39.23,29.69,0.5258,0.1961,0.2781,1.61,0.88,34.4,48.5,5.0,2.0,,,,,,
389,2018,2018-10-27,1849,Dutch Eredivisie,Groningen,PSV,34.49,80.52,0.0693,0.7865,0.1441,0.75,2.83,44.4,94.6,1.0,2.0,,,,,,
367,2018,2018-09-30,1849,Dutch Eredivisie,Groningen,Utrecht,37.63,41.94,0.4082,0.2965,0.2953,1.4,1.15,32.7,18.7,1.0,1.0,,,,,,
518,2018,2019-03-03,1849,Dutch Eredivisie,Groningen,VVV Venlo,46.8,33.78,0.5649,0.1564,0.2787,1.59,0.7,3.3,5.9,3.0,2.0,,,,,,
493,2018,2019-02-10,1849,Dutch Eredivisie,Groningen,Vitesse,45.04,46.87,0.4385,0.2757,0.2859,1.51,1.14,14.0,0.2,2.0,1.0,,,,,,
315,2018,2018-08-17,1849,Dutch Eredivisie,Groningen,Willem II,42.17,39.75,0.4625,0.2648,0.2726,1.65,1.19,22.5,27.8,0.0,1.0,,,,,,
338,2018,2018-09-02,1849,Dutch Eredivisie,Groningen,Zwolle,41.97,31.44,0.5332,0.1976,0.2692,1.69,0.93,23.5,42.3,0.0,1.0,,,,,,
476,2018,2019-01-27,1849,Dutch Eredivisie,Heerenveen,AZ,48.82,56.83,0.3623,0.4069,0.2307,1.97,2.09,3.0,0.1,0.0,2.0,,,,,,
381,2018,2018-10-20,1849,Dutch Eredivisie,Heerenveen,Ajax,45.46,82.01,0.0927,0.7541,0.1532,0.97,2.92,8.4,61.7,0.0,4.0,,,,,,
361,2018,2018-09-29,1849,Dutch Eredivisie,Heerenveen,Den Haag,40.57,37.73,0.4828,0.2854,0.2318,2.17,1.65,21.9,21.8,1.0,1.0,,,,,,
543,2018,2019-03-30,1849,Dutch Eredivisie,Heerenveen,Excelsior,46.21,27.65,0.6187,0.1841,0.1972,2.65,1.42,0.2,55.9,1.0,0.0,,,,,,
401,2018,2018-11-04,1849,Dutch Eredivisie,Heerenveen,FC Emmen,45.12,30.65,0.576,0.197,0.227,2.18,1.21,9.1,42.4,1.0,1.0,,,,,,
330,2018,2018-08-26,1849,Dutch Eredivisie,Heerenveen,Feyenoord,43.31,63.71,0.2388,0.5151,0.2461,1.28,1.96,12.2,41.3,3.0,5.0,,,,,,
426,2018,2018-12-01,1849,Dutch Eredivisie,Heerenveen,Fortuna Sittard,40.99,41.84,0.4447,0.3118,0.2435,1.97,1.62,12.7,9.0,3.0,1.0,,,,,,
532,2018,2019-03-16,1849,Dutch Eredivisie,Heerenveen,Graafschap,50.54,30.66,0.6288,0.1745,0.1967,2.62,1.35,0.1,45.8,0.0,3.0,,,,,,
574,2018,2019-04-14,1849,Dutch Eredivisie,Heerenveen,Groningen,42.24,46.99,0.3666,0.3448,0.2886,1.37,1.32,0.0,0.0,1.0,1.0,,,,,,
348,2018,2018-09-16,1849,Dutch Eredivisie,Heerenveen,Heracles,43.1,38.98,0.4955,0.2655,0.239,2.06,1.47,17.0,16.4,3.0,5.0,,,,,,
594,2018,2019-05-12,1849,Dutch Eredivisie,Heerenveen,NAC,40.54,21.15,0.669,0.1285,0.2025,2.32,0.91,0.0,5.1,2.0,1.0,,,,,,
498,2018,2019-02-16,1849,Dutch Eredivisie,Heerenveen,PSV,46.43,78.91,0.1065,0.7483,0.1451,1.26,3.29,6.1,97.8,2.0,2.0,,,,,,
446,2018,2018-12-16,1849,Dutch Eredivisie,Heerenveen,Utrecht,46.9,51.23,0.4014,0.3455,0.2531,1.77,1.63,2.1,0.1,2.0,3.0,,,,,,
586,2018,2019-04-23,1849,Dutch Eredivisie,Heerenveen,VVV Venlo,41.37,33.28,0.4545,0.2995,0.246,1.94,1.55,0.0,0.0,2.0,2.0,,,,,,
323,2018,2018-08-19,1849,Dutch Eredivisie,Heerenveen,Vitesse,43.37,54.73,0.3299,0.4139,0.2562,1.55,1.76,12.2,25.4,1.0,1.0,,,,,,
517,2018,2019-03-03,1849,Dutch Eredivisie,Heerenveen,Willem II,48.96,39.82,0.5446,0.2415,0.2139,2.47,1.63,2.0,6.0,4.0,2.0,,,,,,
488,2018,2019-02-09,1849,Dutch Eredivisie,Heerenveen,Zwolle,47.14,38.8,0.5309,0.2444,0.2247,2.28,1.52,8.3,13.4,1.0,1.0,,,,,,
339,2018,2018-09-02,1849,Dutch Eredivisie,Heracles,AZ,36.37,65.24,0.1709,0.6207,0.2084,1.2,2.4,21.9,51.4,3.0,2.0,,,,,,
487,2018,2019-02-09,1849,Dutch Eredivisie,Heracles,Ajax,34.12,84.24,0.0413,0.876,0.0826,0.93,4.01,9.1,86.5,1.0,0.0,,,,,,
319,2018,2018-08-18,1849,Dutch Eredivisie,Heracles,Den Haag,39.51,38.61,0.4502,0.2807,0.2692,1.67,1.27,24.1,27.1,4.0,2.0,,,,,,
600,2018,2019-05-12,1849,Dutch Eredivisie,Heracles,Excelsior,41.53,27.18,0.5969,0.1793,0.2239,2.19,1.12,0.0,12.5,4.0,5.0,,,,,,
364,2018,2018-09-30,1849,Dutch Eredivisie,Heracles,FC Emmen,45.23,33.39,0.5473,0.2149,0.2378,2.06,1.22,3.1,29.8,2.0,1.0,,,,,,
412,2018,2018-11-11,1849,Dutch Eredivisie,Heracles,Feyenoord,43.36,63.74,0.2464,0.5337,0.2199,1.59,2.36,1.6,8.6,0.0,2.0,,,,,,
497,2018,2019-02-16,1849,Dutch Eredivisie,Heracles,Fortuna Sittard,35.86,36.52,0.4368,0.3171,0.246,1.92,1.62,5.1,13.7,6.0,0.0,,,,,,
351,2018,2018-09-21,1849,Dutch Eredivisie,Heracles,Graafschap,41.72,32.89,0.5159,0.2347,0.2493,1.92,1.23,11.5,38.1,4.0,0.0,,,,,,
384,2018,2018-10-21,1849,Dutch Eredivisie,Heracles,Groningen,42.01,36.65,0.4738,0.2681,0.2581,1.81,1.31,6.1,34.1,4.0,1.0,,,,,,
576,2018,2019-04-19,1849,Dutch Eredivisie,Heracles,Heerenveen,40.71,42.03,0.4119,0.3544,0.2337,2.06,1.9,0.0,0.0,2.0,1.0,,,,,,
562,2018,2019-04-06,1849,Dutch Eredivisie,Heracles,NAC,40.01,23.54,0.607,0.1711,0.2219,2.2,1.08,0.0,37.8,1.0,0.0,,,,,,
444,2018,2018-12-15,1849,Dutch Eredivisie,Heracles,PSV,40.88,79.83,0.0788,0.7935,0.1277,1.07,3.37,1.7,86.4,0.0,4.0,,,,,,
514,2018,2019-03-02,1849,Dutch Eredivisie,Heracles,Utrecht,42.49,47.79,0.3796,0.3558,0.2646,1.61,1.55,0.0,0.1,1.0,5.0,,,,,,
428,2018,2018-12-02,1849,Dutch Eredivisie,Heracles,VVV Venlo,39.04,39.15,0.4415,0.2901,0.2684,1.67,1.31,7.1,4.1,4.0,1.0,,,,,,
535,2018,2019-03-16,1849,Dutch Eredivisie,Heracles,Vitesse,38.47,50.55,0.3506,0.3966,0.2528,1.65,1.77,0.0,0.0,3.0,2.0,,,,,,
550,2018,2019-04-02,1849,Dutch Eredivisie,Heracles,Willem II,41.09,42.27,0.4118,0.3528,0.2354,2.03,1.87,0.0,0.0,3.0,4.0,,,,,,
469,2018,2019-01-26,1849,Dutch Eredivisie,Heracles,Zwolle,38.28,34.56,0.4658,0.2791,0.2551,1.84,1.38,4.4,29.1,0.0,2.0,,,,,,
486,2018,2019-02-08,1849,Dutch Eredivisie,NAC,AZ,28.3,62.08,0.1778,0.5975,0.2247,1.1,2.17,43.9,0.0,0.0,3.0,,,,,,
413,2018,2018-11-24,1849,Dutch Eredivisie,NAC,Ajax,30.9,85.17,0.0375,0.8569,0.1056,0.55,3.12,54.6,88.6,0.0,3.0,,,,,,
468,2018,2019-01-25,1849,Dutch Eredivisie,NAC,Den Haag,31.31,36.12,0.4134,0.3259,0.2607,1.71,1.5,53.9,30.6,1.0,1.0,,,,,,
327,2018,2018-08-25,1849,Dutch Eredivisie,NAC,Excelsior,38.88,33.06,0.4884,0.2314,0.2802,1.59,1.01,25.7,38.9,0.0,2.0,,,,,,
567,2018,2019-04-12,1849,Dutch Eredivisie,NAC,FC Emmen,23.45,28.69,0.3479,0.3652,0.2869,1.34,1.38,24.3,57.1,1.0,1.0,,,,,,
590,2018,2019-04-24,1849,Dutch Eredivisie,NAC,Feyenoord,23.04,66.5,0.1018,0.7175,0.1807,0.83,2.5,9.2,0.0,0.0,4.0,,,,,,
349,2018,2018-09-16,1849,Dutch Eredivisie,NAC,Fortuna Sittard,36.43,35.03,0.4488,0.2577,0.2935,1.46,1.04,34.7,36.9,2.0,3.0,,,,,,
316,2018,2018-08-18,1849,Dutch Eredivisie,NAC,Graafschap,35.47,39.16,0.4105,0.2823,0.3072,1.32,1.04,36.0,20.5,3.0,0.0,,,,,,
508,2018,2019-02-23,1849,Dutch Eredivisie,NAC,Groningen,25.34,46.9,0.2524,0.4607,0.2869,1.05,1.52,32.0,2.6,0.0,0.0,,,,,,
452,2018,2018-12-22,1849,Dutch Eredivisie,NAC,Heerenveen,30.18,45.89,0.3213,0.4301,0.2485,1.6,1.88,45.0,3.6,4.0,2.0,,,,,,
398,2018,2018-11-03,1849,Dutch Eredivisie,NAC,Heracles,31.61,44.64,0.3483,0.4059,0.2458,1.73,1.87,43.1,1.5,2.0,1.0,,,,,,
360,2018,2018-09-29,1849,Dutch Eredivisie,NAC,PSV,31.75,78.44,0.0656,0.8104,0.124,0.88,3.24,34.2,83.5,0.0,2.0,,,,,,
534,2018,2019-03-16,1849,Dutch Eredivisie,NAC,Utrecht,24.55,51.28,0.2148,0.5253,0.2599,1.06,1.79,31.3,0.0,0.0,4.0,,,,,,
545,2018,2019-03-31,1849,Dutch Eredivisie,NAC,VVV Venlo,21.86,34.2,0.3131,0.3897,0.2972,1.18,1.35,16.3,2.1,1.0,1.0,,,,,,
440,2018,2018-12-09,1849,Dutch Eredivisie,NAC,Vitesse,27.84,53.1,0.2393,0.5035,0.2572,1.19,1.83,46.0,0.1,2.0,1.0,,,,,,
382,2018,2018-10-21,1849,Dutch Eredivisie,NAC,Willem II,30.79,41.58,0.3563,0.3846,0.259,1.6,1.67,45.1,18.4,2.0,2.0,,,,,,
611,2018,2019-05-15,1849,Dutch Eredivisie,NAC,Zwolle,21.45,37.99,0.3092,0.4089,0.2819,1.27,1.5,0.0,0.0,0.0,0.0,,,,,,
453,2018,2018-12-22,1849,Dutch Eredivisie,PSV,AZ,81.27,54.08,0.8332,0.0459,0.1209,2.95,0.58,83.3,0.1,3.0,1.0,,,,,,
359,2018,2018-09-23,1849,Dutch Eredivisie,PSV,Ajax,76.08,80.35,0.3754,0.3723,0.2523,1.73,1.72,100.0,100.0,3.0,0.0,,,,,,
584,2018,2019-04-21,1849,Dutch Eredivisie,PSV,Den Haag,75.45,46.31,0.8261,0.0514,0.1226,3.01,0.66,61.6,0.0,3.0,1.0,,,,,,
433,2018,2018-12-07,1849,Dutch Eredivisie,PSV,Excelsior,78.31,31.83,0.9318,0.0158,0.0524,4.09,0.52,84.8,26.5,6.0,0.0,,,,,,
379,2018,2018-10-20,1849,Dutch Eredivisie,PSV,FC Emmen,79.29,33.13,0.9225,0.0135,0.064,3.46,0.31,85.2,30.2,6.0,0.0,,,,,,
510,2018,2019-02-24,1849,Dutch Eredivisie,PSV,Feyenoord,77.85,65.19,0.6769,0.139,0.1841,2.68,1.17,100.0,4.2,1.0,1.0,,,,,,
484,2018,2019-02-03,1849,Dutch Eredivisie,PSV,Fortuna Sittard,78.52,36.27,0.9167,0.0186,0.0647,3.7,0.47,97.6,17.8,5.0,0.0,,,,,,
572,2018,2019-04-14,1849,Dutch Eredivisie,PSV,Graafschap,76.69,33.61,0.8948,0.0194,0.0858,3.1,0.33,90.4,57.9,2.0,1.0,,,,,,
470,2018,2019-01-26,1849,Dutch Eredivisie,PSV,Groningen,79.43,42.5,0.8732,0.0251,0.1018,2.91,0.35,82.2,15.6,2.0,1.0,,,,,,
416,2018,2018-11-24,1849,Dutch Eredivisie,PSV,Heerenveen,78.9,42.06,0.8937,0.0278,0.0786,3.61,0.59,93.1,5.2,3.0,0.0,,,,,,
603,2018,2019-05-15,1849,Dutch Eredivisie,PSV,Heracles,75.57,38.57,0.6382,0.1689,0.1929,2.67,1.34,0.0,0.0,3.0,1.0,,,,,,
523,2018,2019-03-09,1849,Dutch Eredivisie,PSV,NAC,77.42,24.4,0.9468,0.0066,0.0466,3.64,0.2,95.4,42.3,2.0,0.0,,,,,,
310,2018,2018-08-11,1849,Dutch Eredivisie,PSV,Utrecht,67.6,46.81,0.6936,0.1196,0.1868,2.51,0.96,61.7,16.0,4.0,0.0,,,,,,
371,2018,2018-10-06,1849,Dutch Eredivisie,PSV,VVV Venlo,77.79,37.14,0.8965,0.0142,0.0893,2.88,0.21,89.8,11.7,4.0,0.0,,,,,,
397,2018,2018-11-03,1849,Dutch Eredivisie,PSV,Vitesse,79.91,52.38,0.8278,0.0473,0.1249,2.89,0.58,91.2,1.9,1.0,0.0,,,,,,
336,2018,2018-09-01,1849,Dutch Eredivisie,PSV,Willem II,69.54,46.29,0.7257,0.0968,0.1775,2.51,0.81,62.6,9.6,6.0,1.0,,,,,,
556,2018,2019-04-04,1849,Dutch Eredivisie,PSV,Zwolle,76.16,40.61,0.8841,0.0159,0.1,2.74,0.21,100.0,0.1,4.0,0.0,,,,,,
380,2018,2018-10-20,1849,Dutch Eredivisie,Utrecht,AZ,42.29,58.23,0.3083,0.4304,0.2613,1.43,1.73,14.6,3.5,2.0,1.0,,,,,,
455,2018,2018-12-23,1849,Dutch Eredivisie,Utrecht,Ajax,52.39,87.91,0.0735,0.7812,0.1453,0.79,2.86,0.4,94.4,1.0,3.0,,,,,,
403,2018,2018-11-04,1849,Dutch Eredivisie,Utrecht,Den Haag,44.96,36.06,0.5197,0.2157,0.2646,1.74,1.04,5.7,23.2,3.0,0.0,,,,,,
505,2018,2019-02-23,1849,Dutch Eredivisie,Utrecht,Excelsior,48.61,30.56,0.6145,0.1771,0.2085,2.42,1.24,0.4,40.9,0.0,0.0,,,,,,
347,2018,2018-09-16,1849,Dutch Eredivisie,Utrecht,FC Emmen,44.42,33.03,0.5402,0.1959,0.2639,1.74,0.95,15.9,35.1,1.0,2.0,,,,,,
546,2018,2019-03-31,1849,Dutch Eredivisie,Utrecht,Feyenoord,54.81,64.37,0.3646,0.3748,0.2605,1.61,1.63,0.0,0.0,3.0,2.0,,,,,,
589,2018,2019-04-24,1849,Dutch Eredivisie,Utrecht,Fortuna Sittard,49.6,27.77,0.6363,0.1642,0.1995,2.52,1.23,0.0,1.0,2.0,1.0,,,,,,
418,2018,2018-11-25,1849,Dutch Eredivisie,Utrecht,Graafschap,47.02,28.82,0.5921,0.1574,0.2505,1.84,0.82,2.9,44.9,5.0,0.0,,,,,,
521,2018,2019-03-08,1849,Dutch Eredivisie,Utrecht,Groningen,52.07,46.62,0.4364,0.2768,0.2868,1.5,1.14,0.0,0.5,0.0,0.0,,,,,,
608,2018,2019-05-15,1849,Dutch Eredivisie,Utrecht,Heerenveen,48.82,40.11,0.4627,0.3022,0.2351,2.11,1.68,0.0,0.0,3.0,1.0,,,,,,
437,2018,2018-12-09,1849,Dutch Eredivisie,Utrecht,Heracles,50.08,42.04,0.5395,0.2302,0.2303,2.18,1.38,0.8,1.7,3.0,1.0,,,,,,
369,2018,2018-10-05,1849,Dutch Eredivisie,Utrecht,NAC,42.19,30.88,0.5448,0.197,0.2582,1.8,0.99,24.5,44.2,2.0,1.0,,,,,,
494,2018,2019-02-10,1849,Dutch Eredivisie,Utrecht,PSV,46.05,80.04,0.1048,0.733,0.1622,1.03,2.86,0.9,85.8,2.0,2.0,,,,,,
331,2018,2018-08-26,1849,Dutch Eredivisie,Utrecht,VVV Venlo,45.51,32.28,0.5539,0.1748,0.2713,1.66,0.81,13.9,30.5,1.0,1.0,,,,,,
575,2018,2019-04-14,1849,Dutch Eredivisie,Utrecht,Vitesse,53.0,51.69,0.4259,0.3412,0.2329,2.09,1.87,0.0,0.0,0.0,0.0,,,,,,
475,2018,2019-01-27,1849,Dutch Eredivisie,Utrecht,Willem II,49.49,38.29,0.5536,0.2105,0.2359,2.08,1.21,0.4,14.5,0.0,1.0,,,,,,
320,2018,2018-08-19,1849,Dutch Eredivisie,Utrecht,Zwolle,44.2,32.34,0.5578,0.1967,0.2456,1.94,1.06,21.2,34.8,2.0,0.0,,,,,,
421,2018,2018-11-25,1849,Dutch Eredivisie,VVV Venlo,AZ,38.48,55.34,0.2919,0.4205,0.2876,1.18,1.47,3.9,0.6,2.0,2.0,,,,,,
317,2018,2018-08-18,1849,Dutch Eredivisie,VVV Venlo,Ajax,32.84,73.47,0.0982,0.7096,0.1922,0.73,2.31,30.7,71.1,0.0,1.0,,,,,,
385,2018,2018-10-21,1849,Dutch Eredivisie,VVV Venlo,Den Haag,35.44,38.82,0.4085,0.294,0.2975,1.38,1.13,19.3,16.2,2.0,0.0,,,,,,
522,2018,2019-03-09,1849,Dutch Eredivisie,VVV Venlo,Excelsior,34.18,30.33,0.4657,0.2752,0.2591,1.79,1.33,13.0,40.6,1.0,0.0,,,,,,
472,2018,2019-01-26,1849,Dutch Eredivisie,VVV Venlo,FC Emmen,40.13,34.27,0.4724,0.2468,0.2808,1.58,1.07,3.3,35.0,2.0,3.0,,,,,,
564,2018,2019-04-07,1849,Dutch Eredivisie,VVV Venlo,Feyenoord,31.79,64.79,0.2238,0.5471,0.2291,1.35,2.19,0.7,0.0,0.0,3.0,,,,,,
408,2018,2018-11-10,1849,Dutch Eredivisie,VVV Venlo,Fortuna Sittard,37.52,40.22,0.4103,0.292,0.2977,1.38,1.12,10.0,14.6,3.0,2.0,,,,,,
580,2018,2019-04-20,1849,Dutch Eredivisie,VVV Venlo,Graafschap,30.16,35.06,0.3454,0.3617,0.2929,1.29,1.33,1.3,49.4,4.0,1.0,,,,,,
