,season,date,league_id,league,team1,team2,spi1,spi2,prob1,prob2,probtie,proj_score1,proj_score2,importance1,importance2,score1,score2,xg1,xg2,nsxg1,nsxg2,adj_score1,adj_score2
149,2017,2017-12-17,1849,Dutch Eredivisie,AZ,Ajax,54.02,74.15,0.2705,0.4851,0.2444,1.43,1.97,,,1.0,2.0,,,,,,
11,2017,2017-08-19,1849,Dutch Eredivisie,AZ,Den Haag,49.2,30.41,0.6453,0.1525,0.2022,2.42,1.1,,,2.0,0.0,,,,,,
53,2017,2017-09-24,1849,Dutch Eredivisie,AZ,Excelsior,52.06,28.29,0.7368,0.0923,0.1709,2.57,0.81,,,0.0,2.0,,,,,,
59,2017,2017-10-01,1849,Dutch Eredivisie,AZ,Feyenoord,48.38,57.52,0.3572,0.3817,0.2611,1.58,1.64,,,0.0,4.0,,,,,,
248,2017,2018-03-18,1849,Dutch Eredivisie,AZ,Groningen,55.09,36.57,0.6413,0.1371,0.2216,2.09,0.85,10.5,2.3,3.0,2.0,,,,,,
154,2017,2017-12-23,1849,Dutch Eredivisie,AZ,Heerenveen,53.35,35.11,0.6451,0.1396,0.2153,2.18,0.91,7.1,7.1,3.0,1.0,,,,,,
129,2017,2017-12-09,1849,Dutch Eredivisie,AZ,Heracles,50.32,34.45,0.6316,0.1555,0.2129,2.27,1.04,,,5.0,0.0,,,,,,
34,2017,2017-09-10,1849,Dutch Eredivisie,AZ,NAC,51.34,26.07,0.7563,0.0875,0.1562,2.79,0.87,,,2.0,1.0,,,,,,
264,2017,2018-04-07,1849,Dutch Eredivisie,AZ,PSV,57.8,66.38,0.3902,0.36,0.2498,1.78,1.7,13.8,34.5,2.0,3.0,,,,,,
186,2017,2018-02-04,1849,Dutch Eredivisie,AZ,Roda JC,55.27,23.24,0.8145,0.045,0.1405,2.58,0.45,9.6,41.2,2.0,2.0,,,,,,
217,2017,2018-02-24,1849,Dutch Eredivisie,AZ,Sparta,56.66,18.5,0.8608,0.0241,0.1151,2.66,0.29,5.8,22.1,2.0,1.0,,,,,,
108,2017,2017-11-24,1849,Dutch Eredivisie,AZ,Twente,47.63,34.13,0.6054,0.1775,0.2172,2.27,1.16,,,2.0,0.0,,,,,,
78,2017,2017-10-22,1849,Dutch Eredivisie,AZ,Utrecht,44.21,42.53,0.473,0.2753,0.2516,1.87,1.39,,,3.0,0.0,,,,,,
202,2017,2018-02-10,1849,Dutch Eredivisie,AZ,VVV Venlo,56.72,29.37,0.7497,0.0634,0.1869,2.15,0.46,8.4,0.7,0.0,0.0,,,,,,
281,2017,2018-04-18,1849,Dutch Eredivisie,AZ,Vitesse,59.45,45.31,0.599,0.1708,0.2302,2.08,1.01,9.2,0.0,4.0,3.0,,,,,,
91,2017,2017-11-04,1849,Dutch Eredivisie,AZ,Willem II,47.52,27.45,0.6561,0.1287,0.2153,2.14,0.83,,,3.0,2.0,,,,,,
297,2017,2018-05-06,1849,Dutch Eredivisie,AZ,Zwolle,57.21,28.76,0.7685,0.07,0.1615,2.53,0.63,0.0,0.0,6.0,0.0,,,,,,
294,2017,2018-04-29,1849,Dutch Eredivisie,Ajax,AZ,66.44,59.62,0.5293,0.2382,0.2325,2.14,1.39,21.5,21.5,3.0,0.0,,,,,,
221,2017,2018-02-25,1849,Dutch Eredivisie,Ajax,Den Haag,71.26,37.11,0.8108,0.05,0.1391,2.66,0.52,55.4,0.0,0.0,0.0,,,,,,
141,2017,2017-12-14,1849,Dutch Eredivisie,Ajax,Excelsior,74.84,28.98,0.8995,0.023,0.0775,3.44,0.47,,,3.0,1.0,,,,,,
167,2017,2018-01-21,1849,Dutch Eredivisie,Ajax,Feyenoord,73.9,62.34,0.5692,0.2008,0.23,2.13,1.2,89.6,32.8,2.0,0.0,,,,,,
14,2017,2017-08-20,1849,Dutch Eredivisie,Ajax,Groningen,65.01,37.78,0.7826,0.07,0.1474,2.77,0.72,,,3.0,1.0,,,,,,
241,2017,2018-03-11,1849,Dutch Eredivisie,Ajax,Heerenveen,68.22,36.41,0.7992,0.0589,0.1419,2.73,0.62,52.7,0.0,4.0,1.0,,,,,,
269,2017,2018-04-08,1849,Dutch Eredivisie,Ajax,Heracles,69.33,30.87,0.8545,0.0421,0.1034,3.28,0.66,24.1,0.0,1.0,0.0,,,,,,
188,2017,2018-02-04,1849,Dutch Eredivisie,Ajax,NAC,73.86,25.36,0.9091,0.0137,0.0772,3.11,0.25,57.5,38.1,3.0,1.0,,,,,,
132,2017,2017-12-10,1849,Dutch Eredivisie,Ajax,PSV,73.01,70.25,0.4905,0.2759,0.2337,2.13,1.57,,,3.0,0.0,,,,,,
113,2017,2017-11-26,1849,Dutch Eredivisie,Ajax,Roda JC,74.54,21.75,0.9322,0.0075,0.0603,3.27,0.2,,,5.0,1.0,,,,,,
63,2017,2017-10-14,1849,Dutch Eredivisie,Ajax,Sparta,66.96,21.51,0.9026,0.0137,0.0836,2.97,0.22,,,4.0,0.0,,,,,,
203,2017,2018-02-11,1849,Dutch Eredivisie,Ajax,Twente,72.5,29.47,0.8806,0.0285,0.091,3.24,0.48,50.3,34.0,2.0,1.0,,,,,,
96,2017,2017-11-05,1849,Dutch Eredivisie,Ajax,Utrecht,71.89,38.73,0.8248,0.0481,0.1271,2.85,0.57,,,1.0,2.0,,,,,,
287,2017,2018-04-19,1849,Dutch Eredivisie,Ajax,VVV Venlo,66.0,25.09,0.8572,0.029,0.1138,2.76,0.36,46.8,0.0,4.0,1.0,,,,,,
51,2017,2017-09-24,1849,Dutch Eredivisie,Ajax,Vitesse,66.09,47.93,0.6454,0.1302,0.2244,2.04,0.79,,,1.0,2.0,,,,,,
157,2017,2017-12-24,1849,Dutch Eredivisie,Ajax,Willem II,74.52,31.11,0.8939,0.0283,0.0778,3.65,0.61,49.0,49.0,3.0,1.0,,,,,,
30,2017,2017-09-09,1849,Dutch Eredivisie,Ajax,Zwolle,66.17,36.74,0.7953,0.0591,0.1457,2.67,0.6,,,3.0,0.0,,,,,,
256,2017,2018-03-31,1849,Dutch Eredivisie,Den Haag,AZ,34.65,54.81,0.2722,0.4523,0.2755,1.19,1.6,0.0,10.8,0.0,3.0,,,,,,
42,2017,2017-09-17,1849,Dutch Eredivisie,Den Haag,Ajax,29.65,67.29,0.133,0.6557,0.2114,0.88,2.21,,,1.0,1.0,,,,,,
71,2017,2017-10-15,1849,Dutch Eredivisie,Den Haag,Excelsior,32.04,28.64,0.4931,0.2303,0.2766,1.62,1.02,,,1.0,2.0,,,,,,
95,2017,2017-11-05,1849,Dutch Eredivisie,Den Haag,Feyenoord,31.48,55.65,0.2362,0.4918,0.272,1.07,1.66,,,2.0,2.0,,,,,,
118,2017,2017-12-02,1849,Dutch Eredivisie,Den Haag,Groningen,34.59,34.48,0.4659,0.2703,0.2638,1.73,1.27,,,0.0,3.0,,,,,,
20,2017,2017-08-26,1849,Dutch Eredivisie,Den Haag,Heerenveen,29.37,36.85,0.3837,0.3562,0.2601,1.65,1.58,,,1.0,2.0,,,,,,
103,2017,2017-11-19,1849,Dutch Eredivisie,Den Haag,Heracles,32.67,39.4,0.3929,0.3294,0.2778,1.5,1.35,,,4.0,1.0,,,,,,
235,2017,2018-03-10,1849,Dutch Eredivisie,Den Haag,NAC,35.88,32.78,0.4832,0.2304,0.2864,1.53,0.97,0.0,11.8,0.0,2.0,,,,,,
292,2017,2018-04-29,1849,Dutch Eredivisie,Den Haag,PSV,32.46,68.16,0.1637,0.6325,0.2037,1.18,2.44,0.0,0.0,3.0,3.0,,,,,,
138,2017,2017-12-13,1849,Dutch Eredivisie,Den Haag,Roda JC,32.92,23.82,0.5544,0.1865,0.2592,1.78,0.92,,,3.0,2.0,,,,,,
48,2017,2017-09-23,1849,Dutch Eredivisie,Den Haag,Sparta,30.6,23.24,0.5399,0.202,0.2581,1.8,1.0,,,1.0,0.0,,,,,,
271,2017,2018-04-14,1849,Dutch Eredivisie,Den Haag,Twente,33.72,27.94,0.5146,0.2149,0.2705,1.68,0.99,0.0,16.3,2.0,1.0,,,,,,
0,2017,2017-08-11,1849,Dutch Eredivisie,Den Haag,Utrecht,33.31,46.34,0.3256,0.41,0.2644,1.42,1.63,,,0.0,3.0,,,,,,
163,2017,2018-01-20,1849,Dutch Eredivisie,Den Haag,VVV Venlo,36.74,29.04,0.5242,0.2087,0.267,1.71,0.98,1.6,8.4,1.0,1.0,,,,,,
196,2017,2018-02-08,1849,Dutch Eredivisie,Den Haag,Vitesse,35.83,49.59,0.3026,0.4061,0.2913,1.18,1.42,0.9,0.2,1.0,0.0,,,,,,
211,2017,2018-02-17,1849,Dutch Eredivisie,Den Haag,Willem II,36.77,31.01,0.519,0.2154,0.2656,1.73,1.02,0.2,37.6,2.0,1.0,,,,,,
151,2017,2017-12-22,1849,Dutch Eredivisie,Den Haag,Zwolle,31.8,42.64,0.3336,0.3784,0.2879,1.29,1.39,,,4.0,0.0,,,,,,
227,2017,2018-03-03,1849,Dutch Eredivisie,Excelsior,AZ,34.25,55.21,0.2601,0.4619,0.278,1.13,1.59,0.0,8.7,1.0,2.0,,,,,,
298,2017,2018-05-06,1849,Dutch Eredivisie,Excelsior,Ajax,28.46,68.4,0.1248,0.6947,0.1805,1.05,2.64,0.0,0.0,1.0,2.0,,,,,,
243,2017,2018-03-16,1849,Dutch Eredivisie,Excelsior,Den Haag,35.67,32.91,0.4712,0.2434,0.2854,1.53,1.02,0.0,0.0,1.0,2.0,,,,,,
13,2017,2017-08-20,1849,Dutch Eredivisie,Excelsior,Feyenoord,31.94,58.52,0.2092,0.5604,0.2304,1.24,2.14,,,0.0,1.0,,,,,,
150,2017,2017-12-17,1849,Dutch Eredivisie,Excelsior,Groningen,29.86,39.93,0.3588,0.3897,0.2515,1.68,1.76,,,2.0,0.0,,,,,,
37,2017,2017-09-16,1849,Dutch Eredivisie,Excelsior,Heerenveen,29.13,40.49,0.3421,0.402,0.2558,1.59,1.73,,,1.0,2.0,,,,,,
283,2017,2018-04-18,1849,Dutch Eredivisie,Excelsior,Heracles,32.09,28.58,0.4942,0.2422,0.2636,1.75,1.15,0.0,0.0,2.0,2.0,,,,,,
205,2017,2018-02-11,1849,Dutch Eredivisie,Excelsior,NAC,30.62,31.22,0.4448,0.2787,0.2765,1.59,1.21,14.1,37.2,0.0,0.0,,,,,,
115,2017,2017-11-26,1849,Dutch Eredivisie,Excelsior,PSV,31.73,71.71,0.13,0.6899,0.1801,1.11,2.69,,,1.0,2.0,,,,,,
92,2017,2017-11-04,1849,Dutch Eredivisie,Excelsior,Roda JC,32.55,23.07,0.5605,0.1881,0.2514,1.86,0.98,,,1.0,0.0,,,,,,
75,2017,2017-10-21,1849,Dutch Eredivisie,Excelsior,Sparta,30.38,20.43,0.5721,0.1792,0.2487,1.88,0.94,,,1.0,1.0,,,,,,
155,2017,2017-12-23,1849,Dutch Eredivisie,Excelsior,Twente,31.5,35.46,0.4225,0.3228,0.2547,1.78,1.54,19.7,19.7,0.0,0.0,,,,,,
184,2017,2018-02-04,1849,Dutch Eredivisie,Excelsior,Utrecht,30.13,41.32,0.3349,0.386,0.2791,1.36,1.48,10.3,0.1,2.0,2.0,,,,,,
58,2017,2017-09-30,1849,Dutch Eredivisie,Excelsior,VVV Venlo,31.32,30.04,0.4566,0.2609,0.2825,1.55,1.1,,,0.0,2.0,,,,,,
29,2017,2017-09-09,1849,Dutch Eredivisie,Excelsior,Vitesse,31.92,46.05,0.3115,0.4243,0.2641,1.41,1.68,,,0.0,3.0,,,,,,
261,2017,2018-04-06,1849,Dutch Eredivisie,Excelsior,Willem II,30.83,38.99,0.3744,0.3625,0.2631,1.6,1.57,0.0,3.3,2.0,1.0,,,,,,
128,2017,2017-12-09,1849,Dutch Eredivisie,Excelsior,Zwolle,29.85,40.8,0.328,0.3814,0.2906,1.26,1.38,,,1.0,2.0,,,,,,
242,2017,2018-03-11,1849,Dutch Eredivisie,Feyenoord,AZ,53.41,55.83,0.428,0.2929,0.2791,1.54,1.23,0.0,24.6,2.0,1.0,,,,,,
79,2017,2017-10-22,1849,Dutch Eredivisie,Feyenoord,Ajax,59.74,68.3,0.3591,0.3523,0.2886,1.35,1.33,,,1.0,4.0,,,,,,
177,2017,2018-01-28,1849,Dutch Eredivisie,Feyenoord,Den Haag,60.25,35.89,0.7428,0.0798,0.1775,2.38,0.64,2.7,0.7,3.0,1.0,,,,,,
260,2017,2018-04-01,1849,Dutch Eredivisie,Feyenoord,Excelsior,54.48,34.0,0.6571,0.1334,0.2095,2.23,0.9,0.0,0.0,5.0,0.0,,,,,,
197,2017,2018-02-08,1849,Dutch Eredivisie,Feyenoord,Groningen,58.71,37.91,0.7228,0.0973,0.1798,2.47,0.79,0.7,9.0,3.0,0.0,,,,,,
139,2017,2017-12-13,1849,Dutch Eredivisie,Feyenoord,Heerenveen,56.58,33.68,0.7399,0.0845,0.1756,2.44,0.7,,,1.0,1.0,,,,,,
213,2017,2018-02-18,1849,Dutch Eredivisie,Feyenoord,Heracles,58.0,27.37,0.815,0.0574,0.1276,2.99,0.71,0.2,5.6,1.0,0.0,,,,,,
46,2017,2017-09-23,1849,Dutch Eredivisie,Feyenoord,NAC,60.73,27.46,0.8213,0.0489,0.1297,2.81,0.56,,,0.0,2.0,,,,,,
222,2017,2018-02-25,1849,Dutch Eredivisie,Feyenoord,PSV,57.32,66.19,0.38,0.3471,0.2729,1.52,1.44,0.6,51.2,1.0,3.0,,,,,,
159,2017,2017-12-24,1849,Dutch Eredivisie,Feyenoord,Roda JC,61.04,22.67,0.8574,0.0279,0.1146,2.73,0.34,20.9,20.9,5.0,1.0,,,,,,
293,2017,2018-04-29,1849,Dutch Eredivisie,Feyenoord,Sparta,63.36,20.94,0.8894,0.0278,0.0828,3.46,0.54,0.0,1.8,3.0,1.0,,,,,,
7,2017,2017-08-13,1849,Dutch Eredivisie,Feyenoord,Twente,58.87,39.48,0.6564,0.1394,0.2042,2.29,0.96,,,2.0,1.0,,,,,,
277,2017,2018-04-15,1849,Dutch Eredivisie,Feyenoord,Utrecht,59.38,46.15,0.6058,0.1847,0.2095,2.41,1.28,0.0,0.0,3.0,1.0,,,,,,
99,2017,2017-11-18,1849,Dutch Eredivisie,Feyenoord,VVV Venlo,54.87,26.9,0.7634,0.0643,0.1723,2.33,0.52,,,1.0,1.0,,,,,,
121,2017,2017-12-02,1849,Dutch Eredivisie,Feyenoord,Vitesse,55.3,49.67,0.5053,0.2247,0.2699,1.68,1.04,,,1.0,0.0,,,,,,
23,2017,2017-08-27,1849,Dutch Eredivisie,Feyenoord,Willem II,58.85,26.33,0.8005,0.0454,0.1541,2.39,0.4,,,5.0,0.0,,,,,,
65,2017,2017-10-14,1849,Dutch Eredivisie,Feyenoord,Zwolle,61.56,36.95,0.7481,0.085,0.1669,2.58,0.76,,,0.0,0.0,,,,,,
69,2017,2017-10-15,1849,Dutch Eredivisie,Groningen,AZ,36.94,44.28,0.381,0.3711,0.248,1.78,1.76,,,1.0,1.0,,,,,,
259,2017,2018-04-01,1849,Dutch Eredivisie,Groningen,Ajax,37.58,69.42,0.1804,0.6125,0.2071,1.27,2.44,6.1,47.2,1.0,2.0,,,,,,
206,2017,2018-02-11,1849,Dutch Eredivisie,Groningen,Den Haag,36.11,36.78,0.4392,0.3014,0.2594,1.75,1.42,15.4,0.1,0.0,0.0,,,,,,
296,2017,2018-04-29,1849,Dutch Eredivisie,Groningen,Excelsior,38.23,31.56,0.5261,0.2162,0.2577,1.81,1.08,0.0,0.0,4.0,0.0,,,,,,
110,2017,2017-11-25,1849,Dutch Eredivisie,Groningen,Feyenoord,36.52,53.73,0.2798,0.4715,0.2487,1.43,1.91,,,0.0,2.0,,,,,,
8,2017,2017-08-13,1849,Dutch Eredivisie,Groningen,Heerenveen,38.02,36.54,0.4781,0.2849,0.237,2.03,1.54,,,3.0,3.0,,,,,,
172,2017,2018-01-27,1849,Dutch Eredivisie,Groningen,Heracles,40.29,30.35,0.5734,0.209,0.2176,2.34,1.37,8.0,10.2,3.0,3.0,,,,,,
216,2017,2018-02-23,1849,Dutch Eredivisie,Groningen,NAC,35.6,30.29,0.5044,0.2335,0.2621,1.76,1.12,15.4,35.7,1.0,1.0,,,,,,
136,2017,2017-12-13,1849,Dutch Eredivisie,Groningen,PSV,37.79,67.93,0.1838,0.6117,0.2045,1.33,2.5,,,3.0,3.0,,,,,,
276,2017,2018-04-15,1849,Dutch Eredivisie,Groningen,Roda JC,37.73,27.27,0.5739,0.1882,0.2379,2.01,1.06,31.6,51.1,2.0,1.0,,,,,,
156,2017,2017-12-24,1849,Dutch Eredivisie,Groningen,Sparta,37.83,18.18,0.7229,0.0988,0.1783,2.5,0.82,20.2,20.2,4.0,0.0,,,,,,
52,2017,2017-09-24,1849,Dutch Eredivisie,Groningen,Twente,36.97,39.83,0.4197,0.3268,0.2535,1.79,1.56,,,1.0,0.0,,,,,,
25,2017,2017-08-27,1849,Dutch Eredivisie,Groningen,Utrecht,37.83,50.24,0.3198,0.4278,0.2524,1.55,1.82,,,2.0,1.0,,,,,,
35,2017,2017-09-10,1849,Dutch Eredivisie,Groningen,VVV Venlo,39.07,28.69,0.5569,0.2054,0.2377,2.04,1.16,,,1.0,1.0,,,,,,
105,2017,2017-11-19,1849,Dutch Eredivisie,Groningen,Vitesse,32.94,49.71,0.2804,0.452,0.2676,1.28,1.68,,,4.0,2.0,,,,,,
72,2017,2017-10-20,1849,Dutch Eredivisie,Groningen,Willem II,36.63,25.98,0.5671,0.1928,0.24,1.99,1.07,,,0.0,1.0,,,,,,
239,2017,2018-03-11,1849,Dutch Eredivisie,Groningen,Zwolle,34.95,32.89,0.466,0.2568,0.2772,1.6,1.12,12.0,0.0,2.0,0.0,,,,,,
89,2017,2017-10-29,1849,Dutch Eredivisie,Heerenveen,AZ,33.37,46.8,0.3184,0.4332,0.2484,1.59,1.88,,,1.0,2.0,,,,,,
60,2017,2017-10-01,1849,Dutch Eredivisie,Heerenveen,Ajax,42.1,63.74,0.2375,0.5139,0.2485,1.24,1.92,,,0.0,4.0,,,,,,
280,2017,2018-04-17,1849,Dutch Eredivisie,Heerenveen,Den Haag,39.34,34.07,0.5038,0.2294,0.2668,1.71,1.08,0.0,0.0,2.0,0.0,,,,,,
218,2017,2018-02-24,1849,Dutch Eredivisie,Heerenveen,Excelsior,36.83,32.92,0.4876,0.2482,0.2642,1.74,1.17,0.0,1.0,0.0,1.0,,,,,,
304,2017,2018-05-06,1849,Dutch Eredivisie,Heerenveen,Feyenoord,37.34,62.66,0.233,0.53,0.237,1.32,2.07,0.0,0.0,2.0,3.0,,,,,,
268,2017,2018-04-08,1849,Dutch Eredivisie,Heerenveen,Groningen,37.56,37.43,0.4553,0.2828,0.2619,1.74,1.33,0.0,12.8,1.0,1.0,,,,,,
12,2017,2017-08-19,1849,Dutch Eredivisie,Heerenveen,Heracles,37.28,41.05,0.4158,0.3418,0.2425,1.93,1.73,,,1.0,1.0,,,,,,
142,2017,2017-12-16,1849,Dutch Eredivisie,Heerenveen,NAC,34.97,25.09,0.5617,0.1959,0.2424,1.97,1.07,,,1.0,0.0,,,,,,
31,2017,2017-09-10,1849,Dutch Eredivisie,Heerenveen,PSV,37.94,64.59,0.2055,0.5741,0.2204,1.32,2.29,,,2.0,0.0,,,,,,
201,2017,2018-02-10,1849,Dutch Eredivisie,Heerenveen,Roda JC,35.1,26.88,0.551,0.2111,0.2378,2.04,1.19,0.8,42.5,1.0,1.0,,,,,,
171,2017,2018-01-26,1849,Dutch Eredivisie,Heerenveen,Sparta,35.65,15.9,0.735,0.086,0.179,2.4,0.69,3.9,15.0,2.0,1.0,,,,,,
181,2017,2018-02-03,1849,Dutch Eredivisie,Heerenveen,Twente,35.12,33.65,0.4703,0.2717,0.258,1.8,1.32,1.4,28.9,1.0,0.0,,,,,,
247,2017,2018-03-17,1849,Dutch Eredivisie,Heerenveen,Utrecht,36.0,48.57,0.3332,0.4047,0.2621,1.5,1.67,0.0,0.0,2.0,2.0,,,,,,
127,2017,2017-12-09,1849,Dutch Eredivisie,Heerenveen,VVV Venlo,34.5,26.27,0.5371,0.2077,0.2552,1.83,1.05,,,2.0,2.0,,,,,,
80,2017,2017-10-22,1849,Dutch Eredivisie,Heerenveen,Vitesse,37.22,48.71,0.3276,0.4072,0.2651,1.45,1.65,,,0.0,4.0,,,,,,
228,2017,2018-03-03,1849,Dutch Eredivisie,Heerenveen,Willem II,34.97,30.97,0.4939,0.2424,0.2637,1.74,1.15,0.1,24.8,2.0,0.0,,,,,,
112,2017,2017-11-25,1849,Dutch Eredivisie,Heerenveen,Zwolle,37.2,39.97,0.409,0.31,0.281,1.5,1.28,,,1.0,2.0,,,,,,
270,2017,2018-04-13,1849,Dutch Eredivisie,Heracles,AZ,30.91,57.15,0.2135,0.55,0.2365,1.22,2.06,0.0,2.2,0.0,3.0,,,,,,
4,2017,2017-08-12,1849,Dutch Eredivisie,Heracles,Ajax,38.88,66.91,0.192,0.5831,0.2248,1.16,2.15,,,2.0,1.0,,,,,,
183,2017,2018-02-03,1849,Dutch Eredivisie,Heracles,Den Haag,31.58,35.78,0.4037,0.3499,0.2464,1.85,1.71,8.7,1.2,1.0,1.0,,,,,,
22,2017,2017-08-26,1849,Dutch Eredivisie,Heracles,Excelsior,41.11,30.89,0.5628,0.2007,0.2365,2.05,1.14,,,2.0,2.0,,,,,,
27,2017,2017-09-09,1849,Dutch Eredivisie,Heracles,Feyenoord,40.18,62.22,0.2427,0.5154,0.2418,1.33,2.01,,,2.0,4.0,,,,,,
93,2017,2017-11-04,1849,Dutch Eredivisie,Heracles,Groningen,39.11,33.27,0.5199,0.2378,0.2423,2.0,1.3,,,2.0,1.0,,,,,,
258,2017,2018-04-01,1849,Dutch Eredivisie,Heracles,Heerenveen,32.04,36.39,0.4069,0.3341,0.259,1.71,1.53,0.0,0.0,1.0,2.0,,,,,,
111,2017,2017-11-25,1849,Dutch Eredivisie,Heracles,NAC,36.42,23.42,0.5983,0.1734,0.2284,2.11,1.04,,,2.0,1.0,,,,,,
169,2017,2018-01-21,1849,Dutch Eredivisie,Heracles,PSV,30.23,67.49,0.1325,0.6994,0.1681,1.28,2.96,8.3,90.3,1.0,2.0,,,,,,
47,2017,2017-09-23,1849,Dutch Eredivisie,Heracles,Roda JC,38.97,22.04,0.6463,0.1469,0.2068,2.33,1.02,,,2.0,1.0,,,,,,
140,2017,2017-12-14,1849,Dutch Eredivisie,Heracles,Sparta,31.12,22.01,0.5531,0.2002,0.2467,1.92,1.07,,,3.0,2.0,,,,,,
234,2017,2018-03-09,1849,Dutch Eredivisie,Heracles,Twente,31.27,28.72,0.4778,0.2708,0.2514,1.88,1.37,0.0,45.6,2.0,1.0,,,,,,
290,2017,2018-04-29,1849,Dutch Eredivisie,Heracles,Utrecht,29.31,44.49,0.3088,0.4439,0.2473,1.56,1.9,0.0,0.0,2.0,2.0,,,,,,
82,2017,2017-10-28,1849,Dutch Eredivisie,Heracles,VVV Venlo,36.62,29.79,0.5194,0.2239,0.2567,1.82,1.12,,,3.0,0.0,,,,,,
67,2017,2017-10-15,1849,Dutch Eredivisie,Heracles,Vitesse,38.1,49.0,0.3368,0.4032,0.26,1.53,1.69,,,1.0,1.0,,,,,,
199,2017,2018-02-10,1849,Dutch Eredivisie,Heracles,Willem II,26.86,31.87,0.3937,0.3664,0.2399,1.92,1.84,26.5,34.7,1.0,0.0,,,,,,
219,2017,2018-02-24,1849,Dutch Eredivisie,Heracles,Zwolle,27.37,34.52,0.3636,0.3712,0.2652,1.55,1.57,8.2,0.0,2.0,1.0,,,,,,
209,2017,2018-02-17,1849,Dutch Eredivisie,NAC,AZ,31.34,55.13,0.2321,0.4953,0.2726,1.05,1.66,32.7,6.0,1.0,3.0,,,,,,
102,2017,2017-11-18,1849,Dutch Eredivisie,NAC,Ajax,27.84,69.13,0.1184,0.6826,0.1991,0.85,2.31,,,0.0,8.0,,,,,,
55,2017,2017-09-30,1849,Dutch Eredivisie,NAC,Den Haag,31.11,30.81,0.4491,0.2787,0.2722,1.63,1.23,,,0.0,1.0,,,,,,
125,2017,2017-12-03,1849,Dutch Eredivisie,NAC,Excelsior,23.45,31.93,0.3554,0.3614,0.2831,1.38,1.39,,,3.0,1.0,,,,,,
229,2017,2018-03-03,1849,Dutch Eredivisie,NAC,Feyenoord,30.79,55.36,0.2265,0.5054,0.268,1.06,1.7,27.3,0.0,2.0,1.0,,,,,,
38,2017,2017-09-16,1849,Dutch Eredivisie,NAC,Groningen,26.51,38.14,0.3359,0.4154,0.2487,1.64,1.84,,,2.0,1.0,,,,,,
295,2017,2018-04-29,1849,Dutch Eredivisie,NAC,Heerenveen,30.4,40.81,0.3473,0.3632,0.2895,1.31,1.35,25.1,0.0,3.0,0.0,,,,,,
195,2017,2018-02-07,1849,Dutch Eredivisie,NAC,Heracles,26.53,31.25,0.4135,0.3224,0.2641,1.67,1.45,43.4,10.0,6.0,1.0,,,,,,
16,2017,2017-08-20,1849,Dutch Eredivisie,NAC,PSV,27.55,63.24,0.1472,0.6524,0.2004,1.08,2.42,,,1.0,4.0,,,,,,
250,2017,2018-03-18,1849,Dutch Eredivisie,NAC,Roda JC,35.65,19.99,0.64,0.1336,0.2264,2.03,0.8,9.3,17.1,0.0,1.0,,,,,,
18,2017,2017-08-25,1849,Dutch Eredivisie,NAC,Sparta,26.57,23.4,0.4946,0.2518,0.2536,1.86,1.27,,,2.0,2.0,,,,,,
133,2017,2017-12-12,1849,Dutch Eredivisie,NAC,Twente,25.98,34.48,0.3718,0.3717,0.2566,1.66,1.66,,,1.0,2.0,,,,,,
152,2017,2017-12-23,1849,Dutch Eredivisie,NAC,Utrecht,24.63,44.81,0.2568,0.4761,0.2671,1.19,1.7,17.6,17.6,3.0,1.0,,,,,,
175,2017,2018-01-27,1849,Dutch Eredivisie,NAC,VVV Venlo,26.93,29.66,0.4112,0.2838,0.3049,1.33,1.05,32.8,9.0,0.0,1.0,,,,,,
262,2017,2018-04-07,1849,Dutch Eredivisie,NAC,Vitesse,32.25,40.47,0.3711,0.3469,0.282,1.42,1.37,20.4,0.0,1.0,0.0,,,,,,
275,2017,2018-04-15,1849,Dutch Eredivisie,NAC,Willem II,32.88,37.97,0.4111,0.3142,0.2746,1.56,1.33,9.0,12.4,1.0,2.0,,,,,,
73,2017,2017-10-21,1849,Dutch Eredivisie,NAC,Zwolle,28.56,37.37,0.3617,0.3636,0.2748,1.46,1.47,,,0.0,2.0,,,,,,
1,2017,2017-08-12,1849,Dutch Eredivisie,PSV,AZ,63.37,48.44,0.6296,0.1644,0.206,2.36,1.14,,,3.0,2.0,,,,,,
278,2017,2018-04-15,1849,Dutch Eredivisie,PSV,Ajax,67.59,68.5,0.4344,0.3292,0.2364,2.04,1.77,27.6,32.6,3.0,0.0,,,,,,
144,2017,2017-12-16,1849,Dutch Eredivisie,PSV,Den Haag,66.74,33.06,0.8116,0.0588,0.1296,2.97,0.71,,,3.0,0.0,,,,,,
192,2017,2018-02-07,1849,Dutch Eredivisie,PSV,Excelsior,70.16,30.52,0.8603,0.0355,0.1042,3.1,0.52,51.3,6.9,1.0,0.0,,,,,,
43,2017,2017-09-17,1849,Dutch Eredivisie,PSV,Feyenoord,61.87,61.84,0.4579,0.2835,0.2587,1.78,1.36,,,1.0,0.0,,,,,,
305,2017,2018-05-06,1849,Dutch Eredivisie,PSV,Groningen,66.66,41.83,0.7245,0.1082,0.1673,2.77,1.01,0.0,0.0,0.0,0.0,,,,,,
210,2017,2018-02-17,1849,Dutch Eredivisie,PSV,Heerenveen,68.23,34.25,0.8208,0.0502,0.129,2.85,0.59,56.2,0.1,2.0,2.0,,,,,,
